City_locality,iso3,country,super_region,super_region_name,pm25,sat_2014
Salamanca,MEX,Mexico,5,LatAm/Carib,28,8.3410005569458
SALAMANCA,ESP,Spain,1,HighIncome,8.5,9.13199996948242
Salem,IND,India,3,S-Asia,32,35.2864952087402
SALERNO,ITA,Italy,1,HighIncome,22.5,15.8334970474243
SALFORD,GBR,United Kingdom,1,HighIncome,15,10.6655015945435
SALICETO,ITA,Italy,1,HighIncome,15,18.5660037994385
"Salinas, CA",USA,United States of America,1,HighIncome,5,6.72499958674113
"Salisbury, NC",USA,United States of America,1,HighIncome,9,7.42700052261353
SALOME,FRA,France,1,HighIncome,14,15.6975021362305
SALON-DE-PROVENCE,FRA,France,1,HighIncome,13,11.0205030441284
SALOUEL,FRA,France,1,HighIncome,12,14.8885021209717
"Salt Lake City, UT",USA,United States of America,1,HighIncome,6.66666666666667,4.46083386739095
SALTASH,GBR,United Kingdom,1,HighIncome,11,9.16199970245361
SALZBURG,AUT,Austria,1,HighIncome,16,16.0107498168945
Sambalpur,IND,India,3,S-Asia,28,49.4060211181641
SAMSUN,TUR,Turkey,2,N-Afr/MidEast,29.5,15.6122536659241
Samut Prakan,THA,Thailand,6,SE-Asia/E-Asia/Oceania,28.25,36.874249458313
Samut Sakhon,THA,Thailand,6,SE-Asia/E-Asia/Oceania,30.5,38.3552627563477
"San Andreas,Calaveras,CA",USA,United States of America,1,HighIncome,8,5.51199960708618
SAN ANDRES Y SAUCES,ESP,Spain,1,HighIncome,9,9.29749774932861
"San Antonio, TX",USA,United States of America,1,HighIncome,9,5.76675009727478
SAN BARTOLOME DE TIRAJANA,ESP,Spain,1,HighIncome,9,14.6871684392293
SAN BONIFACIO,ITA,Italy,1,HighIncome,24,30.5954914093018
San Carlos City,PHL,Philippines,6,SE-Asia/E-Asia/Oceania,31,5.58750009536743
SAN CLEMENTE,ITA,Italy,1,HighIncome,14,24.2205028533936
"San Diego-Carlsbad-San Marcos, CA",USA,United States of America,1,HighIncome,8,6.46808322270711
SAN DONA' DI PIAVE,ITA,Italy,1,HighIncome,26,23.1519947052002
San Fernando,CHL,Chile,1,HighIncome,20,7.91549968719482
"San Francisco-Oakland-Fremont, CA",USA,United States of America,1,HighIncome,8.875,7.76899963617325
SAN JORGE,ESP,Spain,1,HighIncome,7,9.63499927520752
San Jos_,CRI,Costa Rica,5,LatAm/Carib,22,3.92849898338318
"San Jose-Sunnyvale-Santa Clara, CA",USA,United States of America,1,HighIncome,6.66666666666667,7.50699965159098
SAN LAZZARO DI SAVENA,ITA,Italy,1,HighIncome,16,27.8770046234131
"San Luis Obispo-Paso Robles, CA",USA,United States of America,1,HighIncome,8.75,6.70449984073639
San Mart´è_´è__n de Valdeiglesias,ESP,Spain,1,HighIncome,8,9.61400127410889
SAN MART´è_´è__N DEL REY AURELIO,ESP,Spain,1,HighIncome,13,7.82100057601929
SAN PABLO DE LOS MONTES,ESP,Spain,1,HighIncome,5,8.69899940490723
SAN PANCRAZIO SALENTINO,ITA,Italy,1,HighIncome,16,16.4389972686768
SAN PIETRO VERNOTICO,ITA,Italy,1,HighIncome,15,17.7184982299805
SAN ROCCO AL PORTO,ITA,Italy,1,HighIncome,20,24.2054977416992
SAN ROQUE,ESP,Spain,1,HighIncome,11,11.301748752594
San Salvador,SLV,El Salvador,5,LatAm/Carib,41.5,10.020001411438
Sanandaj,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,40.98792672,27.0710029602051
"Sandersville,Washington,GA",USA,United States of America,1,HighIncome,10,8.52200126647949
"Sanford, NC",USA,United States of America,1,HighIncome,9,7.56599903106689
SANG´è_´è__ESA/ZANGOZA,ESP,Spain,1,HighIncome,13,7.64950132369995
Sangli,IND,India,3,S-Asia,42.6666666666667,33.1920013427734
SANKT ANDR_ IM LAVANTTAL,AUT,Austria,1,HighIncome,18,15.1205015182495
SANKT POELTEN,AUT,Austria,1,HighIncome,18,17.7109985351562
SANKT VEIT AN DER GLAN,AUT,Austria,1,HighIncome,16,14.4375009536743
Sanmenxia,CHN,China,6,SE-Asia/E-Asia/Oceania,63.75,63.9604988098145
Sanniquellie (rural),LBR,Liberia,7,Sub-Saharan Afr,10,36.6245002746582
SANOK,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,19.6654987335205
SANPETRU,ROU,Romania,4,E-Eur/C-Eur/C-Asia,13,20.8425025939941
SANT ANTONI DE PORTMANY,ESP,Spain,1,HighIncome,6,10.8510007858276
SANT FELIU DE LLOBREGAT,ESP,Spain,1,HighIncome,10,10.6674995422363
SANT JUST DESVERN,ESP,Spain,1,HighIncome,11,10.6674995422363
Santa Ana,CRI,Costa Rica,5,LatAm/Carib,16,4.09650135040283
"Santa Barbara-Santa Maria-Goleta, CA",USA,United States of America,1,HighIncome,8.33333333333333,6.51599979400635
SANTA CROCE SULL'ARNO,ITA,Italy,1,HighIncome,18,22.3110027313232
SANTA CRUZ DE LA PALMA,ESP,Spain,1,HighIncome,6,9.54899501800537
SANTA CRUZ DE TENERIFE,ESP,Spain,1,HighIncome,8.5,11.4040031433105
"Santa Cruz-Watsonville, CA",USA,United States of America,1,HighIncome,5,6.96449947357178
"Santa Gertrudes _ Jd. Luciana, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,44,9.14850044250488
SANTA GIUSTA,ITA,Italy,1,HighIncome,11,10.8020009994507
SANTA GIUSTINA IN COLLE,ITA,Italy,1,HighIncome,23,26.4574966430664
Santa Luc´è_´è__a de Tirajana,ESP,Spain,1,HighIncome,7,14.5975008010864
SANTA MARGARIDA I ELS MONJOS,ESP,Spain,1,HighIncome,10,9.3149995803833
Santa Marta,COL,Colombia,5,LatAm/Carib,15.5,6.10750007629395
"Santa Rosa-Petaluma, CA",USA,United States of America,1,HighIncome,8,4.52100086212158
SANTANDER,ESP,Spain,1,HighIncome,11.5,9.53374910354614
Santiago,CHL,Chile,1,HighIncome,28.8,9.58575086593628
SANTIAGO DE COMPOSTELA,ESP,Spain,1,HighIncome,13,8.55499935150146
Santo Domingo,ECU,Ecuador,5,LatAm/Carib,33,4.18849849700928
SANTO STEFANO DI MAGRA,ITA,Italy,1,HighIncome,14,23.7730026245117
Santo Tirso,PRT,Portugal,1,HighIncome,6,9.14100074768066
"Santos, REGI´è_´è__O METROPOLITANA DA BAIXADA SANTISTA",BRA,Brazil,5,LatAm/Carib,14.5,10.3444995880127
Sanya,CHN,China,6,SE-Asia/E-Asia/Oceania,15,19.4499969482422
Sapporo city,JPN,Japan,1,HighIncome,9.5,10.9392528533936
Saraburi,THA,Thailand,6,SE-Asia/E-Asia/Oceania,31.5,32.4354991912842
SARAJEVO,ISL,Bosnia and Herzegovina,1,HighIncome,33,17.9844989776611
SAREZZO,ITA,Italy,1,HighIncome,21,26.6759929656982
Sari,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,37,27.3835029602051
SARI´è_´è__ENA,ESP,Spain,1,HighIncome,10,7.39650106430054
SARNIA,CAN,Canada,1,HighIncome,8,9.6870002746582
SARONNO,ITA,Italy,1,HighIncome,22,29.0635013580322
Sarr´è_´è__d,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,15,19.1229972839355
SARREGUEMINES,FRA,France,1,HighIncome,9,16.885498046875
SARROCH,ITA,Italy,1,HighIncome,10,11.992000579834
SARROLA-CARCOPINO,FRA,France,1,HighIncome,14,12.5625009536743
SASKATOON,CAN,Canada,1,HighIncome,9,4.23350143432617
SASSARI,ITA,Italy,1,HighIncome,8.5,12.3240022659302
SASSUOLO,ITA,Italy,1,HighIncome,17,29.7975044250488
SATU MARE,ROU,Romania,4,E-Eur/C-Eur/C-Asia,16,21.4000015258789
SAULT STE. MARIE,CAN,Canada,1,HighIncome,6,5.24949932098389
"Sault Ste. Marie, MI",USA,United States of America,1,HighIncome,6,5.03500032424927
SAVI´è_´è__AO (O),ESP,Spain,1,HighIncome,7,8.29399871826172
SAVIGNANO SUL RUBICONE,ITA,Italy,1,HighIncome,17,24.9530010223389
SAVONA,ITA,Italy,1,HighIncome,11.3333333333333,20.1915035247803
SCANDICCI,ITA,Italy,1,HighIncome,16,23.2794990539551
SCHIEDAM,NLD,Netherlands,1,HighIncome,15,16.2164993286133
SCHIO,ITA,Italy,1,HighIncome,16,25.753002166748
SCHIVENOGLIA,ITA,Italy,1,HighIncome,27,31.6875076293945
SCHOELCHER,FRA,France,1,HighIncome,18,4.34800386428833
SCHOENECK,FRA,France,1,HighIncome,16,17.2845001220703
SCHW´è_´è__´è_´è__BISCH HALL,DEU,Germany,1,HighIncome,13,20.6389999389648
SCHWANDORF,DEU,Germany,1,HighIncome,14,19.4275016784668
SCHWAZ,AUT,Austria,1,HighIncome,15,13.8175010681152
SCHWECHAT,AUT,Austria,1,HighIncome,17,20.4245052337646
SCHWEDT/ODER,DEU,Germany,1,HighIncome,15,16.975492477417
SCHWEINFURT,DEU,Germany,1,HighIncome,13,18.6094989776611
SCHWERTE,DEU,Germany,1,HighIncome,16,16.3689994812012
SCUNTHORPE,GBR,United Kingdom,1,HighIncome,16,11.2529983520508
Sde Yo'av,ISR,Israel,1,HighIncome,21,34.4765014648438
Sderot,ISR,Israel,1,HighIncome,22,36.6180114746094
"Seaford, DE",USA,United States of America,1,HighIncome,8,9.38949966430664
"Seattle-Tacoma-Bellevue, WA",USA,United States of America,1,HighIncome,6.5,4.27058347066243
Sebokeng,ZAF,South Africa,7,Sub-Saharan Afr,31,9.86749649047852
SEGOVIA,ESP,Spain,1,HighIncome,8,9.68850040435791
Sekunda,ZAF,South Africa,7,Sub-Saharan Afr,26,9.39500045776367
Semnan,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,30,22.2875003814697
Senai,MYS,Malaysia,6,SE-Asia/E-Asia/Oceania,16,19.5730018615723
Sendai city,JPN,Japan,1,HighIncome,12,13.5214986801147
SENICA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,20,21.6550064086914
SENNETERRE,CAN,Canada,1,HighIncome,5,3.35200262069702
SENS,FRA,France,1,HighIncome,9,14.5629978179932
Seoul,KOR,Republic of Korea,1,HighIncome,24,34.3380088806152
SERAING,BEL,Belgium,1,HighIncome,16,15.2429981231689
"Serop_dica, REGI´è_´è__O METROPOLITANA DO RIO DE JANEIRO",BRA,Brazil,5,LatAm/Carib,15,8.58200073242188
SETTIMO TORINESE,ITA,Italy,1,HighIncome,33,23.3420028686523
SEULO,ITA,Italy,1,HighIncome,6,10.701000213623
SEVILLA,ESP,Spain,1,HighIncome,16,11.4540014266968
Sfax,TUN,Tunisia,2,N-Afr/MidEast,37,27.4654998779297
Shahryar,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,37,28.1929912567139
Shanghai,CHN,China,6,SE-Asia/E-Asia/Oceania,51.6,77.3288467407227
Shantou,CHN,China,6,SE-Asia/E-Asia/Oceania,38,27.0833349227905
Shanwei,CHN,China,6,SE-Asia/E-Asia/Oceania,27,31.7374973297119
Shaoguan,CHN,China,6,SE-Asia/E-Asia/Oceania,48.4,46.8691993713379
Shaoxing,CHN,China,6,SE-Asia/E-Asia/Oceania,64,61.9469909667969
Shenyang,CHN,China,6,SE-Asia/E-Asia/Oceania,71.5454545454545,54.657862923362
Shenzhen,CHN,China,6,SE-Asia/E-Asia/Oceania,33.6363636363636,42.4431814713912
SHERBROOKE,CAN,Canada,1,HighIncome,8,5.90499925613403
"Sheridan, WY",USA,United States of America,1,HighIncome,5,3.59200096130371
Shijiazhuang,CHN,China,6,SE-Asia/E-Asia/Oceania,120.625,82.6676445007324
Shillong,IND,India,3,S-Asia,34.5,33.1024971008301
Shimla,IND,India,3,S-Asia,30.5,40.6199951171875
Shiraz,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,35,23.8459987640381
Shizuishan,CHN,China,6,SE-Asia/E-Asia/Oceania,41.25,38.2628765106201
Shizuoka city,JPN,Japan,1,HighIncome,11.75,12.9811227321625
Shouguang,CHN,China,6,SE-Asia/E-Asia/Oceania,77.5,80.4520034790039
Shuaiba,KWT,Kuwait,2,N-Afr/MidEast,26,62.4690093994141
Shumen,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,26,20.101001739502
SIAULIAI,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,24,15.6280031204224
Sibsagar,IND,India,3,S-Asia,58.5,39.4034996032715
SIEDLCE,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,22.1735000610352
SIERADZ,POL,Poland,4,E-Eur/C-Eur/C-Asia,29,23.0604953765869
SIERO,ESP,Spain,1,HighIncome,15,7.97399854660034
"Sierra Vista-Douglas, AZ",USA,United States of America,1,HighIncome,7,3.82950043678284
SIIRT,TUR,Turkey,2,N-Afr/MidEast,62,22.5109958648682
Silao,MEX,Mexico,5,LatAm/Carib,24,7.47449827194214
Silchar,IND,India,3,S-Asia,48.5,40.9184989929199
SIMCOE,CAN,Canada,1,HighIncome,8,9.48499870300293
SIMMERATH,DEU,Germany,1,HighIncome,9,14.4810009002686
"Sinclair,Carbon,WY",USA,United States of America,1,HighIncome,2,4.34500026702881
Singapore,SGP,Singapore,1,HighIncome,18,20.7724933624268
Singleton,AUS,Australia,1,HighIncome,9.009035468,2.63499999046326
Singrauli,IND,India,3,S-Asia,34.3333333333333,56.6829948425293
SINISCOLA,ITA,Italy,1,HighIncome,10,11.667498588562
SINOP,TUR,Turkey,2,N-Afr/MidEast,23,14.5710000991821
Sintgaing,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,44,30.6925106048584
Sintra,PRT,Portugal,1,HighIncome,8,9.44449901580811
"Sioux City, IA-NE-SD",USA,United States of America,1,HighIncome,8.5,6.86975049972534
"Sioux Falls, SD",USA,United States of America,1,HighIncome,8,7.16699934005737
SIRET,ROU,Romania,4,E-Eur/C-Eur/C-Asia,19,20.7324981689453
SIRNAK,TUR,Turkey,2,N-Afr/MidEast,25,17.4274978637695
SISAK,HRV,Croatia,4,E-Eur/C-Eur/C-Asia,23,17.453498840332
SITKOWKA NOWINY,POL,Poland,4,E-Eur/C-Eur/C-Asia,24,21.7024974822998
SIVAS,TUR,Turkey,2,N-Afr/MidEast,30,22.8969974517822
SKAWINA,POL,Poland,4,E-Eur/C-Eur/C-Asia,37,21.9860038757324
SKELLEFTEA,SWE,Sweden,1,HighIncome,5,6.4155011177063
SKIERNIEWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,22.8615016937256
SKOPJE,MKD,The former Yugoslav Republic of Macedonia,4,E-Eur/C-Eur/C-Asia,43.25,21.1218776702881
SLATINA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,19,27.7315006256104
SLIVEN,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,27,21.2205047607422
SLUPSK,POL,Poland,4,E-Eur/C-Eur/C-Asia,17,15.9309940338135
Smolian,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,30,18.231502532959
SOEST,DEU,Germany,1,HighIncome,15,16.9829940795898
Sofia,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,29,20.6540707179478
SOKOLOV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,13,17.5019969940186
Solapur,IND,India,3,S-Asia,44,37.677490234375
SOLINGEN,DEU,Germany,1,HighIncome,14,16.2185001373291
SOLLENTUNA,SWE,Sweden,1,HighIncome,6,11.5695018768311
"Somerset, KY",USA,United States of America,1,HighIncome,9,7.33999919891357
SOMME-LEUZE,BEL,Belgium,1,HighIncome,11,14.4800033569336
SONDIKA,ESP,Spain,1,HighIncome,11,8.35499858856201
SONDRIO,ITA,Italy,1,HighIncome,18.5,20.2169971466064
Songkhla,THA,Thailand,6,SE-Asia/E-Asia/Oceania,24,12.0740013122559
SOPOT,POL,Poland,4,E-Eur/C-Eur/C-Asia,12,18.1459941864014
Sopron,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,20,17.9814987182617
SORESINA,ITA,Italy,1,HighIncome,34,31.8810043334961
SORIA,ESP,Spain,1,HighIncome,8,8.13149833679199
"Sorocaba, REGI´è_´è__O METROPOLITANA DE SOROCABA",BRA,Brazil,5,LatAm/Carib,18,10.211501121521
SOSNOWIEC,POL,Poland,4,E-Eur/C-Eur/C-Asia,33,23.4395027160645
Sousse,TUN,Tunisia,2,N-Afr/MidEast,25,17.360502243042
"South Bend-Mishawaka, IN-MI",USA,United States of America,1,HighIncome,10,9.64599990844727
South Eastern Manchester,JAM,Jamaica,5,LatAm/Carib,14.25,6.63087594509125
SOUTHAMPTON,GBR,United Kingdom,1,HighIncome,15,12.1064987182617
SOUTHEND - ON - SEA,GBR,United Kingdom,1,HighIncome,11,13.2524976730347
"Spartanburg, SC",USA,United States of America,1,HighIncome,9,7.9155011177063
SPITTAL AN DER DRAU,AUT,Austria,1,HighIncome,15,12.8154993057251
"Spokane, WA",USA,United States of America,1,HighIncome,7,4.84499979019165
SPOLETO,ITA,Italy,1,HighIncome,15,17.9741681416829
"Springfield, MA",USA,United States of America,1,HighIncome,6,7.43249940872192
"Springfield, MO",USA,United States of America,1,HighIncome,9,7.07699823379517
"Spruce Pine,Mitchell,NC",USA,United States of America,1,HighIncome,8,5.74799966812134
ST-HILAIRE-DE-DORSET,CAN,Canada,1,HighIncome,4,4.58649873733521
ST. ANDREWS,CAN,Canada,1,HighIncome,7,4.21800422668457
ST. CATHARINES,CAN,Canada,1,HighIncome,8,9.15250110626221
"St. Cloud, MN",USA,United States of America,1,HighIncome,6,7.12150001525879
ST. GALLEN,CHE,Switzerland,1,HighIncome,10,16.4060001373291
ST. JOHN'S,CAN,Canada,1,HighIncome,5,2.8000009059906
"St. Joseph, MO-KS",USA,United States of America,1,HighIncome,11,6.53450202941895
"St. Louis, MO-IL",USA,United States of America,1,HighIncome,11.3333333333333,9.16383520762126
STANFORD-LE-HOPE,GBR,United Kingdom,1,HighIncome,14,13.272500038147
STANKOV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,20,18.5859985351562
Stara Zagora,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,21,21.8989963531494
STARACHOWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,22.3369998931885
STAROGARD GDANSKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,29,19.14599609375
"State College, PA",USA,United States of America,1,HighIncome,10,7.57000112533569
STAVANGER,NOR,Norway,1,HighIncome,8.5,6.92749977111816
STEENOKKERZEEL,BEL,Belgium,1,HighIncome,17,16.5474987030029
STEYR,AUT,Austria,1,HighIncome,15,16.8429985046387
STEYREGG,AUT,Austria,1,HighIncome,19,18.2115001678467
STOCKERAU,AUT,Austria,1,HighIncome,17,19.9094982147217
STOCKHOLM,SWE,Sweden,1,HighIncome,5.66666666666667,11.3739986419678
STOCKTON-ON-TEES,GBR,United Kingdom,1,HighIncome,10,9.08449935913086
"Stockton, CA",USA,United States of America,1,HighIncome,11,8.85249948501587
STOKE - ON - TRENT,GBR,United Kingdom,1,HighIncome,14,11.3685007095337
STRASBOURG,FRA,France,1,HighIncome,18.25,19.1756219863892
STRAZSKE,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,20,20.1900024414062
STUKELY-SUD,CAN,Canada,1,HighIncome,5,5.93899917602539
STUTTGART,DEU,Germany,1,HighIncome,15.5,19.2039995193481
"Stuttgart,Arkansas,AR",USA,United States of America,1,HighIncome,9,9.9945011138916
SUCEAVA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,21,21.1149978637695
SUCHA BESKIDZKA,POL,Poland,4,E-Eur/C-Eur/C-Asia,39,20.2345027923584
SUDBURY,CAN,Canada,1,HighIncome,6,4.97449970245361
SULECIN,POL,Poland,4,E-Eur/C-Eur/C-Asia,20,17.5059986114502
SULZBACH-ROSENBERG,DEU,Germany,1,HighIncome,15,19.1645050048828
SUNDERLAND,GBR,United Kingdom,1,HighIncome,9,8.2130012512207
SUNDSVALL,SWE,Sweden,1,HighIncome,6.5,6.80099964141846
Suqian,CHN,China,6,SE-Asia/E-Asia/Oceania,67.5,87.5996189117432
Surat,IND,India,3,S-Asia,52,46.2165069580078
Surat Thani,THA,Thailand,6,SE-Asia/E-Asia/Oceania,22,11.3200016021729
SURREY,CAN,Canada,1,HighIncome,7,4.17099952697754
SUSA,ITA,Italy,1,HighIncome,12,14.9185009002686
SUWALKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,14,18.4370002746582
Suzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,64,85.9163646697998
SWANSEA,GBR,United Kingdom,1,HighIncome,12,10.4389991760254
SWIDNICA,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,20.8155078887939
SWIECIE,POL,Poland,4,E-Eur/C-Eur/C-Asia,18,21.3120021820068
Sydney,AUS,Australia,1,HighIncome,7.33635199333333,2.87159910202026
SYDNEY,CAN,Canada,1,HighIncome,6,3.39649724960327
Sylhet,BGD,Bangladesh,3,S-Asia,61,45.9664878845215
"Syracuse, NY",USA,United States of America,1,HighIncome,7,6.82649898529053
Sz´è_´è__zhalombatta,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,19,20.2470016479492
SZCZAWNO ZDROJ,POL,Poland,4,E-Eur/C-Eur/C-Asia,25,19.6200008392334
SZCZECIN,POL,Poland,4,E-Eur/C-Eur/C-Asia,14.3333333333333,16.5714995066325
SZCZECINEK,POL,Poland,4,E-Eur/C-Eur/C-Asia,14.6666666666667,17.0941651662191
Szeged,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,20,23.2379951477051
TABOR,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,22,18.8655014038086
Tabriz,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,31.5,25.7754179636637
Taian,CHN,China,6,SE-Asia/E-Asia/Oceania,55.3333333333333,90.8463236490885
Taicang,CHN,China,6,SE-Asia/E-Asia/Oceania,54.5,83.3509979248047
Taichung,CHN,China,6,SE-Asia/E-Asia/Oceania,29,8.70679893493652
Taihape,NZL,New Zealand,1,HighIncome,7,2.5500020980835
Tainan,CHN,China,6,SE-Asia/E-Asia/Oceania,29.25,7.59737432003021
Taipei,CHN,China,6,SE-Asia/E-Asia/Oceania,18.7142857142857,15.9051436015538
Taitung,CHN,China,6,SE-Asia/E-Asia/Oceania,10.5,6.20750260353088
Taiyuan,CHN,China,6,SE-Asia/E-Asia/Oceania,67,40.9248873392741
Taizhou,CHN,China,6,SE-Asia/E-Asia/Oceania,61.2857142857143,68.9217818123954
Talagante,CHL,Chile,1,HighIncome,19,8.79249954223633
TALAVERA DE LA REINA,ESP,Spain,1,HighIncome,9,9.71850299835205
Talca,CHL,Chile,1,HighIncome,25.5,7.20600032806396
TALENCE,FRA,France,1,HighIncome,13,10.7244987487793
"Talladega-Sylacauga, AL",USA,United States of America,1,HighIncome,9,8.52300071716309
"Tallahassee, FL",USA,United States of America,1,HighIncome,9,7.79999876022339
TALLINN,EST,Estonia,4,E-Eur/C-Eur/C-Asia,9,10.7071669896444
"Tampa-St. Petersburg-Clearwater, FL",USA,United States of America,1,HighIncome,6.66666666666667,7.10400040944417
Tampere,FIN,Finland,1,HighIncome,9.5,10.5525002479553
Tamworth,AUS,Australia,1,HighIncome,6.778226686,2.471999168396
Tanah Rata,MYS,Malaysia,6,SE-Asia/E-Asia/Oceania,10,15.194995880127
Tanger,MAR,Morocco,2,N-Afr/MidEast,24,13.5634994506836
Tangshan,CHN,China,6,SE-Asia/E-Asia/Oceania,101.5,71.09099706014
TANVALD,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,17,19.1230030059814
Taoyuan,CHN,China,6,SE-Asia/E-Asia/Oceania,23.6666666666667,14.7253328959147
TARANTO,ITA,Italy,1,HighIncome,11.5,17.6431643168132
TARBES,FRA,France,1,HighIncome,12,9.19150066375732
TARNOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,20.3069953918457
TARNOWEK,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,19.0595035552979
TARNOWO PODGORNE,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,19.4705009460449
TARNOWSKIE GORY,POL,Poland,4,E-Eur/C-Eur/C-Asia,30,22.7415008544922
TARTAS,FRA,France,1,HighIncome,13,9.36099910736084
TARTU,EST,Estonia,4,E-Eur/C-Eur/C-Asia,8,15.0614976882935
Tatab´è_´è__nya,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,21,20.7534980773926
"Tatu´è_´è__, REGI´è_´è__O METROPOLITANA DE SOROCABA",BRA,Brazil,5,LatAm/Carib,11,9.31649971008301
TAUBERBISCHOFSHEIM,DEU,Germany,1,HighIncome,11,19.7629985809326
Taumarunui,NZL,New Zealand,1,HighIncome,8,2.48699927330017
Taungoo,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,76,26.9495048522949
Taupo,NZL,New Zealand,1,HighIncome,6,2.51000070571899
Tauranga,NZL,New Zealand,1,HighIncome,5.5,2.47899913787842
TAVAZZANO CON VILLAVESCO,ITA,Italy,1,HighIncome,23,31.7645015716553
Tbilisi,GEO,Georgia,4,E-Eur/C-Eur/C-Asia,29,22.1940040588379
Te Anau,NZL,New Zealand,1,HighIncome,3,2.8000009059906
Te Kuiti,NZL,New Zealand,1,HighIncome,8,2.39999771118164
Tegucigalpa,HND,Honduras,5,LatAm/Carib,36.5,7.41149878501892
TEGUISE,ESP,Spain,1,HighIncome,7,15.8965015411377
Tehran,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,32.8,28.0905329386393
TEKIRDAG,TUR,Turkey,2,N-Afr/MidEast,43,17.1064987182617
Tel Aviv-Yafo,ISR,Israel,1,HighIncome,20.25,32.5451245307922
TELDE,ESP,Spain,1,HighIncome,8.33333333333333,13.8245029449463
Temuco,CHL,Chile,1,HighIncome,31,2.80500030517578
TEPLICE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,19,19.9785022735596
TERNAY,FRA,France,1,HighIncome,13,13.5900020599365
TERNI,ITA,Italy,1,HighIncome,22.3333333333333,19.1005001068115
TERRACE,CAN,Canada,1,HighIncome,9,2.52450156211853
"Terre Haute, IN",USA,United States of America,1,HighIncome,11,9.65249919891357
TERUEL,ESP,Spain,1,HighIncome,7,9.53500080108643
TETOVO,MKD,The former Yugoslav Republic of Macedonia,4,E-Eur/C-Eur/C-Asia,81,19.4280014038086
"Texarkana, TX-Texarkana, AR",USA,United States of America,1,HighIncome,10,7.32800006866455
Tezpur,IND,India,3,S-Asia,6,50.6269912719727
Thane,IND,India,3,S-Asia,39,42.1124992370605
Thaungtha,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,44,31.039514541626
THESSALONIKI,GRC,Greece,1,HighIncome,8,20.8745040893555
Thimphu,BTN,Bhutan,3,S-Asia,55.2,34.3335956573486
THIONVILLE,FRA,France,1,HighIncome,16,15.625
Thiruvananthapuram,IND,India,3,S-Asia,29.25,23.050500869751
"Thomasville-Lexington, NC",USA,United States of America,1,HighIncome,10,7.36549997329712
THOMSON,CAN,Canada,1,HighIncome,4,3.28500080108643
THUNDER BAY,CAN,Canada,1,HighIncome,6,4.18100118637085
THURROCK,GBR,United Kingdom,1,HighIncome,14,13.105001449585
Tianjin,CHN,China,6,SE-Asia/E-Asia/Oceania,87.4,86.8725362141927
TIEFENBACH,DEU,Germany,1,HighIncome,9,17.5620002746582
Timaru,NZL,New Zealand,1,HighIncome,15,3.14349675178528
TIMISOARA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,18.3333333333333,22.505334854126
TINGWICK,CAN,Canada,1,HighIncome,7,5.52200078964233
Tinsukia,IND,India,3,S-Asia,30,32.7229995727539
TIRANA,ALB,Albania,4,E-Eur/C-Eur/C-Asia,16,19.4679985046387
Tivat,MNE,Montenegro,4,E-Eur/C-Eur/C-Asia,16,15.4470052719116
